tourist_id,timestamp,latitude,longitude,speed,is_abnormal
9,2026-01-01T09:49:00,11.069693,77.004444,2.13,1
10,2026-01-01T09:00:00,11.017015,76.956058,4.87,1
10,2026-01-01T09:01:00,11.01736,76.956399,1.55,1
10,2026-01-01T09:02:00,11.017535,76.956691,4.5,1
10,2026-01-01T09:03:00,11.017801,76.956822,4.38,1
10,2026-01-01T09:04:00,11.018156,76.957007,4.05,1
10,2026-01-01T09:05:00,11.018338,76.957379,1.59,1
10,2026-01-01T09:06:00,11.018569,76.957763,1.89,1
10,2026-01-01T09:07:00,11.018805,76.957968,1.11,1
10,2026-01-01T09:08:00,11.018921,76.958218,1.94,1
10,2026-01-01T09:09:00,11.019319,76.958431,1.11,1
10,2026-01-01T09:10:00,11.019698,76.958782,3.6,1
10,2026-01-01T09:11:00,11.020036,76.958924,2.15,1
10,2026-01-01T09:12:00,11.020385,76.959233,1.56,1
10,2026-01-01T09:13:00,11.020696,76.959467,1.02,1
10,2026-01-01T09:14:00,11.02082,76.959644,4.34,1
10,2026-01-01T09:15:00,11.021085,76.959962,3.11,1
10,2026-01-01T09:16:00,11.021218,76.960149,2.2,1
10,2026-01-01T09:17:00,11.021332,76.960374,4.18,1
10,2026-01-01T09:18:00,11.02157,76.960508,4.62,1
10,2026-01-01T09:19:00,11.021849,76.960613,3.06,1
10,2026-01-01T09:20:00,11.022021,76.960756,2.72,1
10,2026-01-01T09:21:00,11.022306,76.960928,2.67,1
10,2026-01-01T09:22:00,11.022605,76.961054,4.9,1
10,2026-01-01T09:23:00,11.022725,76.961311,3.03,1
10,2026-01-01T09:24:00,11.023122,76.961578,2.56,1
10,2026-01-01T09:25:00,11.026532,76.965485,14.87,1
10,2026-01-01T09:26:00,11.029293,76.967533,13.52,1
10,2026-01-01T09:27:00,11.032327,76.971732,12.4,1
10,2026-01-01T09:28:00,11.036642,76.975938,10.33,1
10,2026-01-01T09:29:00,11.038775,76.979576,13.69,1
10,2026-01-01T09:30:00,11.0413,76.983913,11.25,1
10,2026-01-01T09:31:00,11.045386,76.987808,13.68,1
10,2026-01-01T09:32:00,11.047576,76.992137,11.2,1
10,2026-01-01T09:33:00,11.050456,76.994268,9.4,1
10,2026-01-01T09:34:00,11.052582,76.999069,11.61,1
10,2026-01-01T09:35:00,11.057549,77.002698,9.77,1
10,2026-01-01T09:36:00,11.057875,77.002855,2.43,1
10,2026-01-01T09:37:00,11.058209,77.003215,2.33,1
10,2026-01-01T09:38:00,11.058347,77.003425,4.56,1
10,2026-01-01T09:39:00,11.05867,77.003794,2.55,1
10,2026-01-01T09:40:00,11.059062,77.004042,2.99,1
10,2026-01-01T09:41:00,11.059439,77.004298,4.2,1
10,2026-01-01T09:42:00,11.059757,77.004422,3.41,1
10,2026-01-01T09:43:00,11.060104,77.004685,2.28,1
10,2026-01-01T09:44:00,11.060228,77.004984,2.23,1
10,2026-01-01T09:45:00,11.060509,77.005212,3.76,1
10,2026-01-01T09:46:00,11.060714,77.005324,4.48,1
10,2026-01-01T09:47:00,11.06092,77.005724,2.1,1
10,2026-01-01T09:48:00,11.061314,77.006108,1.3,1
10,2026-01-01T09:49:00,11.061605,77.006317,4.2,1
